,age,income,children,credit_history,overdue_payments,active_loans,years_in_job,employment_type,owns_property,assets_value,other_loans,education,city,marital_status,support_indicator ,credit_risk
869,60,,2 dzieci,,brak opóźnień,4,8,określona,,177259 złoty,0,średnie,małe,kawaler/panna,0.5758939584650568,0
870,38,40000 złoty,brak,dobra historia,,0,11,określona,tak,97771 złoty,1,średnie,małe,rozwiedziony/rozwiedziona,0.3431622979384052,0
871,32,25360 złoty,brak,dobra historia,brak opóźnień,1,14,określona,nie,,1,wyższe,średnie,kawaler/panna,0.3427369966036767,0
872,26,31081 złoty,2 dzieci,,opóźnienia,2,15,stała,,69802 złoty,0,podstawowe,duże,kawaler/panna,0.3555116217617915,0
873,32,,1 dzieci,dobra historia,brak opóźnień,0,7,stała,,41287 złoty,1,średnie,małe,żonaty/zamężna,0.676997618897271,0
874,39,40000 złoty,brak,dobra historia,opóźnienia,0,13,brak,,62477 złoty,1,podstawowe,małe,żonaty/zamężna,0.1452439154715032,0
875,57,8309 złoty,brak,,brak opóźnień,1,19,samozatrudnienie,tak,73573 złoty,0,średnie,średnie,kawaler/panna,0.4702734660790545,0
876,34,30748 złoty,brak,brak historii,opóźnienia,0,6,określona,tak,288983 złoty,0,wyższe,małe,kawaler/panna,0.6944826653737114,0
877,42,36021 złoty,1 dzieci,brak historii,brak opóźnień,2,12,brak,nie,17317 złoty,0,wyższe,małe,żonaty/zamężna,0.7237931888809466,0
878,39,11278 złoty,4 dzieci,dobra historia,brak opóźnień,4,12,określona,nie,18647 złoty,0,średnie,średnie,kawaler/panna,0.1839581876529828,0
879,51,14145 złoty,1 dzieci,brak historii,2,1,9,stała,nie,49825 złoty,0,podstawowe,średnie,żonaty/zamężna,0.1303582218818129,0
880,65,,brak,brak historii,opóźnienia,1,5,samozatrudnienie,tak,27589 złoty,0,średnie,małe,żonaty/zamężna,0.8753273157736831,0
881,34,15299 złoty,brak,brak historii,2,1,5,stała,nie,25598 złoty,0,średnie,małe,żonaty/zamężna,0.3564861312052533,0
882,35,17311 złoty,4 dzieci,dobra historia,opóźnienia,4,8,samozatrudnienie,tak,151693 złoty,0,podstawowe,małe,żonaty/zamężna,0.3102337681328725,0
883,50,24867 złoty,brak,brak historii,2,4,5,stała,nie,79105 złoty,1,podstawowe,małe,kawaler/panna,0.7583329513456385,0
884,46,33956 złoty,1 dzieci,dobra historia,brak opóźnień,1,2,samozatrudnienie,,61480 złoty,1,średnie,małe,żonaty/zamężna,0.5195951276022538,0
885,58,,brak,brak historii,brak opóźnień,2,3,stała,,,0,średnie,średnie,kawaler/panna,0.5946763649446932,0
886,45,14488 złoty,2 dzieci,dobra historia,brak opóźnień,0,7,brak,,93808 złoty,1,średnie,małe,żonaty/zamężna,0.535154507123891,0
887,36,14438 złoty,3 dzieci,dobra historia,,0,9,stała,nie,,0,średnie,średnie,kawaler/panna,0.6932394678912951,0
888,45,40000 złoty,brak,dobra historia,,1,7,samozatrudnienie,nie,43200 złoty,0,średnie,średnie,kawaler/panna,0.0937675041353741,0
889,51,30435 złoty,1 dzieci,brak historii,,2,5,stała,,155526 złoty,0,wyższe,średnie,żonaty/zamężna,0.4988786962397097,0
890,48,22958 złoty,1 dzieci,brak historii,2,2,14,stała,tak,216355 złoty,0,wyższe,średnie,kawaler/panna,0.3640680311090004,0
891,45,,brak,,brak opóźnień,0,4,stała,,,0,średnie,duże,kawaler/panna,0.2504152624333804,0
892,50,,brak,dobra historia,brak opóźnień,3,10,stała,tak,100502 złoty,0,wyższe,małe,kawaler/panna,0.0544726255253016,0
893,51,,1 dzieci,,opóźnienia,1,15,określona,,74291 złoty,1,wyższe,małe,żonaty/zamężna,0.8458389518622866,0
894,53,18619 złoty,brak,dobra historia,3,2,10,stała,tak,19382 złoty,1,podstawowe,średnie,żonaty/zamężna,0.4182324386562855,1
895,46,,2 dzieci,dobra historia,brak opóźnień,2,21,stała,tak,82797 złoty,1,podstawowe,małe,kawaler/panna,0.9506449224936008,0
896,38,10349 złoty,brak,brak historii,opóźnienia,0,12,brak,tak,,1,wyższe,średnie,żonaty/zamężna,0.3570161772937092,0
897,41,15616 złoty,brak,brak historii,brak opóźnień,3,8,samozatrudnienie,tak,102974 złoty,0,wyższe,małe,żonaty/zamężna,0.7781243728019294,0
898,52,15701 złoty,brak,dobra historia,brak opóźnień,3,7,stała,nie,,1,średnie,małe,kawaler/panna,0.3555735529642473,0
899,31,,brak,dobra historia,,3,13,stała,nie,28769 złoty,1,średnie,duże,kawaler/panna,0.8356990788181122,0
900,43,13859 złoty,brak,brak historii,opóźnienia,3,13,określona,,116817 złoty,0,średnie,średnie,rozwiedziony/rozwiedziona,0.7445955090780015,0
901,36,16868 złoty,brak,brak historii,opóźnienia,1,12,stała,,19214 złoty,0,podstawowe,średnie,kawaler/panna,0.0397199383830012,0
902,40,10329 złoty,2 dzieci,dobra historia,brak opóźnień,2,6,stała,,46412 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.5189599968573736,0
903,52,,4 dzieci,dobra historia,3,1,8,określona,tak,75403 złoty,0,podstawowe,duże,żonaty/zamężna,0.153987875586766,1
904,41,21136 złoty,2 dzieci,dobra historia,brak opóźnień,1,3,stała,,63145 złoty,0,podstawowe,duże,żonaty/zamężna,0.7982581456759599,0
905,40,9389 złoty,brak,brak historii,,2,9,określona,nie,,0,wyższe,duże,kawaler/panna,0.9119916718334604,0
906,26,14509 złoty,3 dzieci,,brak opóźnień,3,11,stała,tak,10000 złoty,0,średnie,średnie,żonaty/zamężna,0.2918839547929409,0
907,47,26063 złoty,brak,dobra historia,brak opóźnień,2,6,stała,tak,95182 złoty,0,średnie,średnie,żonaty/zamężna,0.5183201299250779,0
908,46,,brak,dobra historia,brak opóźnień,0,8,stała,tak,500000 złoty,1,średnie,średnie,żonaty/zamężna,0.6762775435109392,0
909,61,15545 złoty,brak,dobra historia,brak opóźnień,1,8,stała,tak,,0,wyższe,średnie,kawaler/panna,0.8701971404352026,0
910,36,,brak,,brak opóźnień,0,11,określona,tak,,1,podstawowe,małe,kawaler/panna,0.4432430141157666,0
911,42,26155 złoty,3 dzieci,,brak opóźnień,0,4,samozatrudnienie,nie,80988 złoty,0,podstawowe,średnie,kawaler/panna,0.9212537026425598,0
912,42,10741 złoty,brak,dobra historia,brak opóźnień,0,7,stała,,,1,średnie,średnie,kawaler/panna,0.8423769746918998,0
913,55,29000 złoty,1 dzieci,,brak opóźnień,1,3,samozatrudnienie,tak,71973 złoty,0,wyższe,małe,rozwiedziony/rozwiedziona,0.7797429533071345,0
914,39,14762 złoty,brak,dobra historia,opóźnienia,1,8,stała,tak,48087 złoty,0,wyższe,średnie,kawaler/panna,0.1444626773574502,0
915,42,,2 dzieci,brak historii,,5,11,stała,nie,81637 złoty,1,średnie,średnie,kawaler/panna,0.5474277441818601,1
916,46,21639 złoty,2 dzieci,dobra historia,brak opóźnień,1,12,określona,nie,,0,średnie,duże,kawaler/panna,0.7064320479296745,0
917,41,16923 złoty,brak,brak historii,2,0,13,brak,tak,280495 złoty,1,średnie,duże,kawaler/panna,0.010884529247141,0
918,35,13202 złoty,1 dzieci,dobra historia,,1,7,brak,nie,45389 złoty,0,średnie,duże,kawaler/panna,0.7255103444283068,0
919,41,19094 złoty,2 dzieci,dobra historia,opóźnienia,2,15,stała,tak,59615 złoty,1,średnie,średnie,kawaler/panna,0.441236322045658,0
920,50,40000 złoty,1 dzieci,dobra historia,,2,19,samozatrudnienie,tak,,0,podstawowe,średnie,rozwiedziony/rozwiedziona,0.8364718604348028,0
921,29,11149 złoty,1 dzieci,brak historii,2,0,8,określona,tak,62769 złoty,0,średnie,małe,żonaty/zamężna,0.6384074992364828,0
922,41,40000 złoty,1 dzieci,dobra historia,2,0,10,samozatrudnienie,nie,106224 złoty,1,średnie,małe,kawaler/panna,0.044418635473428,0
923,32,19344 złoty,brak,,brak opóźnień,1,8,określona,tak,52388 złoty,1,średnie,średnie,żonaty/zamężna,0.3327547915793141,0
924,51,22419 złoty,1 dzieci,dobra historia,opóźnienia,3,8,określona,,133752 złoty,0,podstawowe,średnie,żonaty/zamężna,0.0311585302402654,0
925,24,,brak,dobra historia,brak opóźnień,2,6,stała,tak,126915 złoty,1,średnie,średnie,kawaler/panna,0.0078855674521834,0
926,34,14978 złoty,brak,dobra historia,brak opóźnień,4,12,samozatrudnienie,nie,101332 złoty,1,średnie,średnie,kawaler/panna,0.9798875053286812,0
927,43,17129 złoty,3 dzieci,,,3,15,stała,tak,151910 złoty,1,podstawowe,średnie,rozwiedziony/rozwiedziona,0.262362411445134,0
928,55,13057 złoty,brak,,brak opóźnień,1,3,samozatrudnienie,,69862 złoty,1,podstawowe,małe,żonaty/zamężna,0.1584308025972062,0
929,39,19841 złoty,brak,,2,0,12,samozatrudnienie,tak,,0,średnie,małe,rozwiedziony/rozwiedziona,0.8725496403722091,0
930,34,,brak,brak historii,,2,5,określona,tak,85494 złoty,0,średnie,średnie,kawaler/panna,0.3089380930255572,0
931,58,40000 złoty,brak,dobra historia,brak opóźnień,0,11,określona,tak,,0,średnie,małe,kawaler/panna,0.2941525785802039,0
932,25,12295 złoty,brak,dobra historia,brak opóźnień,0,11,określona,tak,34361 złoty,1,podstawowe,małe,żonaty/zamężna,0.8849682380690752,0
933,18,,4 dzieci,dobra historia,brak opóźnień,1,12,samozatrudnienie,tak,,0,średnie,średnie,żonaty/zamężna,0.5765606645228725,0
934,44,,brak,dobra historia,opóźnienia,3,11,stała,nie,17148 złoty,1,wyższe,małe,żonaty/zamężna,0.2092158993040641,0
935,34,12898 złoty,1 dzieci,dobra historia,brak opóźnień,1,8,określona,nie,,0,średnie,małe,żonaty/zamężna,0.289922941195108,0
936,29,31051 złoty,brak,dobra historia,brak opóźnień,2,9,stała,tak,500000 złoty,0,podstawowe,duże,kawaler/panna,0.0966847921690783,0
937,47,18048 złoty,1 dzieci,brak historii,2,0,16,stała,,,0,wyższe,średnie,kawaler/panna,0.6583955359975309,0
938,42,6334 złoty,4 dzieci,dobra historia,opóźnienia,2,10,brak,tak,,0,średnie,średnie,kawaler/panna,0.1747159453289433,0
939,34,30635 złoty,brak,brak historii,opóźnienia,0,13,stała,tak,33639 złoty,0,średnie,duże,kawaler/panna,0.4315790912686348,0
940,27,12600 złoty,2 dzieci,dobra historia,,1,8,stała,tak,85467 złoty,0,wyższe,duże,kawaler/panna,0.6544278553304484,0
941,48,13044 złoty,5 dzieci,dobra historia,2,0,9,określona,nie,32267 złoty,1,średnie,średnie,kawaler/panna,0.4457401212774677,0
942,46,31068 złoty,1 dzieci,dobra historia,brak opóźnień,0,15,określona,tak,213244 złoty,0,wyższe,małe,żonaty/zamężna,0.4538404341396904,0
943,39,18516 złoty,brak,dobra historia,,2,5,stała,tak,25111 złoty,1,średnie,małe,żonaty/zamężna,0.9080932230806336,0
944,58,34852 złoty,1 dzieci,dobra historia,opóźnienia,0,10,określona,,43681 złoty,0,wyższe,średnie,kawaler/panna,0.8057069042014109,0
945,29,40000 złoty,2 dzieci,dobra historia,opóźnienia,2,9,stała,,50701 złoty,1,średnie,średnie,kawaler/panna,0.3725978876776957,0
946,24,15955 złoty,brak,,brak opóźnień,4,16,samozatrudnienie,nie,135711 złoty,0,wyższe,małe,rozwiedziony/rozwiedziona,0.600776502227596,0
947,33,,brak,brak historii,opóźnienia,3,18,samozatrudnienie,nie,83301 złoty,1,średnie,średnie,kawaler/panna,0.4237272974528944,0
948,39,15097 złoty,brak,,opóźnienia,2,13,stała,tak,21760 złoty,1,średnie,średnie,żonaty/zamężna,0.6380772998371496,0
949,42,40000 złoty,brak,,brak opóźnień,1,17,samozatrudnienie,tak,16276 złoty,0,podstawowe,średnie,żonaty/zamężna,0.9079211169589424,0
950,37,15576 złoty,3 dzieci,brak historii,brak opóźnień,2,5,stała,tak,92228 złoty,1,średnie,duże,żonaty/zamężna,0.5662106022292851,0
951,43,,brak,dobra historia,opóźnienia,1,0,stała,nie,14722 złoty,0,średnie,małe,żonaty/zamężna,0.1409114007749001,0
952,27,33587 złoty,brak,dobra historia,brak opóźnień,0,12,stała,nie,50544 złoty,0,wyższe,małe,żonaty/zamężna,0.8403006435198713,0
953,54,25797 złoty,1 dzieci,,,4,13,określona,,48876 złoty,0,średnie,duże,rozwiedziony/rozwiedziona,0.7318629745475907,0
954,39,15752 złoty,brak,dobra historia,brak opóźnień,4,8,stała,nie,45551 złoty,0,średnie,duże,kawaler/panna,0.1773667564053115,0
955,51,,brak,brak historii,brak opóźnień,3,7,określona,nie,80320 złoty,0,wyższe,duże,żonaty/zamężna,0.6254706692782198,0
956,43,7504 złoty,1 dzieci,dobra historia,brak opóźnień,1,11,stała,nie,275533 złoty,1,wyższe,duże,żonaty/zamężna,0.9113329840865384,0
957,44,24642 złoty,brak,dobra historia,brak opóźnień,2,16,stała,,52656 złoty,0,średnie,średnie,kawaler/panna,0.8992928400808953,0
958,45,26233 złoty,brak,dobra historia,opóźnienia,3,11,określona,,,0,wyższe,duże,żonaty/zamężna,0.9849377908758328,0
959,44,23546 złoty,brak,brak historii,brak opóźnień,0,14,określona,nie,20504 złoty,0,wyższe,średnie,żonaty/zamężna,0.6832250292188734,0
960,46,4980 złoty,1 dzieci,dobra historia,,0,14,stała,tak,,1,podstawowe,małe,kawaler/panna,0.9749368379985688,1
961,53,11698 złoty,2 dzieci,,brak opóźnień,1,12,samozatrudnienie,tak,,0,średnie,małe,żonaty/zamężna,0.0942424297913374,0
962,41,15153 złoty,3 dzieci,,brak opóźnień,1,15,określona,tak,,0,podstawowe,średnie,żonaty/zamężna,0.2148972262788869,0
963,47,25484 złoty,brak,dobra historia,brak opóźnień,2,6,określona,nie,,0,średnie,średnie,rozwiedziony/rozwiedziona,0.5249236644776526,0
964,39,25455 złoty,1 dzieci,,brak opóźnień,0,7,stała,tak,,0,średnie,małe,żonaty/zamężna,0.3730395216923835,0
965,54,20229 złoty,3 dzieci,dobra historia,brak opóźnień,2,7,określona,,17212 złoty,0,średnie,małe,żonaty/zamężna,0.0608029592709289,0
966,33,,brak,dobra historia,,0,11,samozatrudnienie,,54195 złoty,1,wyższe,średnie,żonaty/zamężna,0.1262372005662956,0
967,58,13185 złoty,3 dzieci,,,0,16,określona,tak,49145 złoty,0,średnie,średnie,żonaty/zamężna,0.3214172190051999,0
968,39,29885 złoty,3 dzieci,dobra historia,opóźnienia,1,13,stała,tak,34535 złoty,0,średnie,małe,żonaty/zamężna,0.8190988824157791,0
969,25,27927 złoty,brak,dobra historia,opóźnienia,2,0,samozatrudnienie,tak,51583 złoty,0,wyższe,średnie,żonaty/zamężna,0.9008876532329608,0
970,41,26602 złoty,brak,dobra historia,brak opóźnień,2,25,stała,nie,,0,średnie,małe,kawaler/panna,0.8895898385932413,0
971,33,20110 złoty,brak,dobra historia,brak opóźnień,2,12,brak,tak,47305 złoty,0,wyższe,średnie,żonaty/zamężna,0.2782980876532516,0
972,48,40000 złoty,brak,,,2,16,określona,tak,,0,wyższe,małe,żonaty/zamężna,0.7506586935835514,0
973,33,,3 dzieci,dobra historia,2,2,12,samozatrudnienie,tak,57497 złoty,1,średnie,średnie,kawaler/panna,0.3160091496576901,0
974,35,,3 dzieci,dobra historia,brak opóźnień,2,3,określona,nie,86347 złoty,1,wyższe,małe,kawaler/panna,0.6217694173339194,0
975,21,24938 złoty,brak,,opóźnienia,2,13,stała,nie,28617 złoty,0,średnie,małe,żonaty/zamężna,0.8384345233849901,0
976,35,32088 złoty,1 dzieci,dobra historia,,0,4,określona,nie,,0,wyższe,średnie,kawaler/panna,0.2322039805303916,0
977,18,16414 złoty,1 dzieci,dobra historia,brak opóźnień,2,12,stała,,106314 złoty,1,podstawowe,duże,kawaler/panna,0.4322086144650547,0
978,24,37973 złoty,brak,dobra historia,brak opóźnień,3,12,samozatrudnienie,,35703 złoty,0,średnie,średnie,kawaler/panna,0.4854732045670267,0
979,47,26662 złoty,1 dzieci,brak historii,brak opóźnień,2,15,brak,,89823 złoty,0,wyższe,średnie,kawaler/panna,0.3759806593792419,0
980,47,6827 złoty,3 dzieci,brak historii,brak opóźnień,3,8,stała,nie,129234 złoty,1,podstawowe,małe,żonaty/zamężna,0.8575642723032333,0
981,44,25586 złoty,brak,,brak opóźnień,0,0,samozatrudnienie,nie,53914 złoty,1,podstawowe,średnie,żonaty/zamężna,0.0818279992476435,0
982,30,,brak,,opóźnienia,1,9,stała,,12611 złoty,1,podstawowe,średnie,kawaler/panna,0.9577183794202008,0
983,39,28813 złoty,brak,,opóźnienia,2,13,stała,nie,142298 złoty,0,średnie,małe,żonaty/zamężna,0.9160709865273704,0
984,39,,brak,dobra historia,opóźnienia,2,10,stała,tak,,0,wyższe,małe,żonaty/zamężna,0.3660370067263465,0
985,28,,brak,dobra historia,opóźnienia,0,10,stała,nie,53701 złoty,0,średnie,małe,żonaty/zamężna,0.8348882732936935,0
986,55,40000 złoty,brak,dobra historia,brak opóźnień,2,8,samozatrudnienie,tak,53580 złoty,0,podstawowe,małe,kawaler/panna,0.1001831558182627,0
987,48,20143 złoty,1 dzieci,,brak opóźnień,0,14,samozatrudnienie,,69420 złoty,0,podstawowe,średnie,kawaler/panna,0.910413655458128,0
988,37,30103 złoty,2 dzieci,brak historii,brak opóźnień,1,17,samozatrudnienie,,32941 złoty,1,średnie,małe,rozwiedziony/rozwiedziona,0.7455920168690773,0
989,40,32940 złoty,brak,dobra historia,,0,9,stała,tak,500000 złoty,1,wyższe,duże,rozwiedziony/rozwiedziona,0.6478600927450948,0
990,42,20980 złoty,brak,dobra historia,brak opóźnień,0,14,samozatrudnienie,tak,57000 złoty,0,podstawowe,duże,kawaler/panna,0.4416127331093281,0
991,19,,2 dzieci,,,2,15,stała,,209490 złoty,0,średnie,duże,żonaty/zamężna,0.0004595581484124,0
992,37,16361 złoty,2 dzieci,dobra historia,brak opóźnień,3,6,stała,tak,75953 złoty,0,wyższe,małe,kawaler/panna,0.7412609522525847,0
993,33,17831 złoty,brak,dobra historia,,3,5,stała,,,0,średnie,średnie,żonaty/zamężna,0.7598043365791549,0
994,29,11427 złoty,brak,dobra historia,brak opóźnień,2,15,brak,tak,38138 złoty,0,średnie,duże,żonaty/zamężna,0.6094415497906739,0
995,37,24852 złoty,2 dzieci,,3,2,6,określona,,64063 złoty,0,średnie,małe,kawaler/panna,0.2993148001149884,1
996,57,,brak,,2,0,9,stała,tak,,1,średnie,duże,rozwiedziony/rozwiedziona,0.0986983415624034,0
997,46,39720 złoty,brak,,brak opóźnień,2,12,stała,tak,10000 złoty,0,średnie,średnie,żonaty/zamężna,0.040247755682674,0
998,34,32714 złoty,brak,brak historii,brak opóźnień,1,5,stała,tak,26632 złoty,0,wyższe,małe,żonaty/zamężna,0.128800601040615,0
999,45,,brak,,,2,9,stała,nie,57806 złoty,0,wyższe,średnie,żonaty/zamężna,0.1495480806767223,0
1000,53,12220 złoty,brak,dobra historia,,2,12,określona,tak,60300 złoty,0,średnie,średnie,kawaler/panna,0.2746688650568207,0
1001,49,27348 złoty,brak,,2,3,0,samozatrudnienie,nie,,0,średnie,średnie,kawaler/panna,0.7621841996511489,0
1002,40,38383 złoty,2 dzieci,dobra historia,opóźnienia,0,10,stała,nie,54784 złoty,0,średnie,małe,żonaty/zamężna,0.3116607562022266,0
1003,33,32131 złoty,2 dzieci,dobra historia,brak opóźnień,2,3,samozatrudnienie,,140914 złoty,1,podstawowe,małe,żonaty/zamężna,0.9988762572306824,0
1004,46,37882 złoty,4 dzieci,dobra historia,opóźnienia,0,7,samozatrudnienie,tak,71695 złoty,0,średnie,małe,żonaty/zamężna,0.1846437541394842,0
1005,43,19812 złoty,brak,dobra historia,brak opóźnień,1,9,samozatrudnienie,,79490 złoty,0,średnie,średnie,kawaler/panna,0.8531258750048946,0
1006,48,17442 złoty,brak,dobra historia,opóźnienia,1,0,brak,tak,164609 złoty,0,średnie,średnie,żonaty/zamężna,0.2275402856697226,0
1007,46,15238 złoty,2 dzieci,dobra historia,opóźnienia,1,8,brak,tak,199580 złoty,1,podstawowe,średnie,kawaler/panna,0.3222278636449222,0
1008,50,21419 złoty,1 dzieci,brak historii,brak opóźnień,2,2,stała,tak,42961 złoty,0,średnie,średnie,żonaty/zamężna,0.2456771810360538,0
1009,34,21177 złoty,brak,dobra historia,2,2,2,samozatrudnienie,tak,229791 złoty,0,wyższe,małe,żonaty/zamężna,0.6139054058893324,0
1010,53,24424 złoty,brak,dobra historia,brak opóźnień,3,9,samozatrudnienie,nie,,0,średnie,średnie,żonaty/zamężna,0.7509763513785307,0
1011,41,20647 złoty,brak,dobra historia,brak opóźnień,1,15,stała,tak,,0,podstawowe,duże,żonaty/zamężna,0.0368915389784335,0
1012,60,20602 złoty,brak,dobra historia,,1,13,określona,nie,256814 złoty,0,średnie,duże,kawaler/panna,0.4439572558839061,0
1013,33,14937 złoty,brak,,,2,6,brak,,92578 złoty,0,wyższe,duże,kawaler/panna,0.6659300840207222,0
1014,57,,4 dzieci,dobra historia,opóźnienia,1,4,stała,,29695 złoty,1,średnie,małe,żonaty/zamężna,0.1440882509959885,0
1015,41,,brak,dobra historia,opóźnienia,2,9,stała,,32476 złoty,1,średnie,duże,żonaty/zamężna,0.6139371707349548,0
1016,33,20186 złoty,4 dzieci,dobra historia,brak opóźnień,3,13,brak,tak,78304 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.3520982281532669,0
1017,35,15158 złoty,2 dzieci,dobra historia,brak opóźnień,2,12,określona,tak,44592 złoty,0,podstawowe,duże,żonaty/zamężna,0.0327929962737945,0
1018,36,11316 złoty,brak,brak historii,,1,5,stała,nie,180481 złoty,0,podstawowe,średnie,kawaler/panna,0.968947952417958,0
1019,44,40000 złoty,2 dzieci,dobra historia,opóźnienia,0,7,brak,,13243 złoty,0,podstawowe,duże,kawaler/panna,0.8117610487223794,0
1020,45,29065 złoty,1 dzieci,,brak opóźnień,1,6,brak,nie,,1,średnie,średnie,kawaler/panna,0.0613656540022035,0
1021,34,9779 złoty,brak,,2,1,0,samozatrudnienie,,81686 złoty,0,podstawowe,średnie,żonaty/zamężna,0.4662138841995396,0
1022,39,,brak,,,1,15,samozatrudnienie,nie,18539 złoty,1,wyższe,duże,kawaler/panna,0.8001095825819305,0
1023,61,34934 złoty,1 dzieci,,brak opóźnień,3,12,stała,tak,100643 złoty,1,średnie,duże,żonaty/zamężna,0.9644096169567316,0
1024,57,23439 złoty,1 dzieci,,opóźnienia,1,17,samozatrudnienie,tak,17910 złoty,1,średnie,małe,rozwiedziony/rozwiedziona,0.4535334737761972,0
1025,44,40000 złoty,1 dzieci,dobra historia,,3,16,stała,nie,,1,średnie,duże,kawaler/panna,0.9049073666929008,0
1026,40,,brak,dobra historia,opóźnienia,2,10,stała,,47904 złoty,1,wyższe,średnie,rozwiedziony/rozwiedziona,0.6618016904417662,0
1027,41,10846 złoty,brak,dobra historia,brak opóźnień,1,15,stała,tak,,0,średnie,duże,kawaler/panna,0.1176912701829938,0
1028,46,26438 złoty,brak,dobra historia,,0,8,stała,tak,,0,podstawowe,małe,żonaty/zamężna,0.8278875782851255,0
1029,29,24895 złoty,brak,dobra historia,opóźnienia,0,11,stała,,142875 złoty,1,średnie,małe,kawaler/panna,0.7661007918824205,0
1030,37,16290 złoty,1 dzieci,dobra historia,opóźnienia,0,7,stała,tak,,1,podstawowe,małe,żonaty/zamężna,0.329365253140864,0
1031,23,29342 złoty,3 dzieci,,brak opóźnień,2,10,określona,,81361 złoty,0,średnie,duże,kawaler/panna,0.9161147921812828,0
1032,43,9567 złoty,1 dzieci,dobra historia,2,2,12,stała,tak,121423 złoty,0,średnie,średnie,żonaty/zamężna,0.2188844479003345,0
1033,46,,2 dzieci,dobra historia,brak opóźnień,0,13,samozatrudnienie,tak,23753 złoty,0,podstawowe,małe,kawaler/panna,0.7028577744032674,0
1034,35,14199 złoty,1 dzieci,brak historii,brak opóźnień,2,0,stała,nie,76621 złoty,0,podstawowe,małe,żonaty/zamężna,0.7440713492496582,0
1035,55,13460 złoty,1 dzieci,,,1,14,stała,,163359 złoty,0,wyższe,małe,kawaler/panna,0.2968661393722572,0
1036,27,20807 złoty,1 dzieci,dobra historia,opóźnienia,2,3,samozatrudnienie,nie,92066 złoty,0,średnie,małe,żonaty/zamężna,0.3377173756708093,0
1037,25,27350 złoty,brak,dobra historia,,1,7,stała,tak,41487 złoty,0,wyższe,duże,kawaler/panna,0.9237390898830872,0
1038,42,23907 złoty,5 dzieci,dobra historia,brak opóźnień,0,1,brak,tak,82857 złoty,0,średnie,średnie,kawaler/panna,0.5780733147673597,0
1039,50,15194 złoty,brak,dobra historia,brak opóźnień,2,6,samozatrudnienie,tak,47327 złoty,0,średnie,małe,żonaty/zamężna,0.1578620510614322,0
1040,56,17102 złoty,brak,dobra historia,,0,16,brak,nie,179668 złoty,0,podstawowe,małe,żonaty/zamężna,0.2029054923604698,0
1041,35,12499 złoty,brak,dobra historia,,1,11,stała,nie,,1,wyższe,średnie,rozwiedziony/rozwiedziona,0.1104650629581466,0
1042,50,19685 złoty,brak,dobra historia,,3,10,stała,tak,,0,średnie,średnie,kawaler/panna,0.0973540429687614,0
1043,39,37703 złoty,2 dzieci,brak historii,opóźnienia,4,19,stała,nie,245129 złoty,0,wyższe,średnie,kawaler/panna,0.4923346848797845,0
1044,38,21979 złoty,brak,dobra historia,brak opóźnień,1,6,stała,tak,43156 złoty,0,średnie,średnie,rozwiedziony/rozwiedziona,0.6822722453245093,0
1045,48,33850 złoty,2 dzieci,dobra historia,brak opóźnień,2,11,stała,,139905 złoty,1,średnie,duże,żonaty/zamężna,0.9345526132091684,0
1046,46,40000 złoty,brak,brak historii,,2,15,samozatrudnienie,,71549 złoty,0,średnie,średnie,kawaler/panna,0.0867893002023391,0
1047,24,16415 złoty,brak,dobra historia,opóźnienia,0,14,stała,,147393 złoty,0,podstawowe,średnie,kawaler/panna,0.3585618551278771,0
1048,54,20064 złoty,brak,dobra historia,brak opóźnień,0,13,stała,tak,,0,podstawowe,średnie,żonaty/zamężna,0.4621088067187315,0
1049,53,,1 dzieci,dobra historia,brak opóźnień,1,15,stała,,37997 złoty,0,średnie,małe,żonaty/zamężna,0.658700963837747,0
1050,33,40000 złoty,2 dzieci,,brak opóźnień,1,14,samozatrudnienie,nie,37778 złoty,0,podstawowe,małe,kawaler/panna,0.6186694326614355,0
1051,43,9545 złoty,brak,dobra historia,opóźnienia,2,13,określona,tak,111479 złoty,0,wyższe,duże,kawaler/panna,0.3703302626885525,0
1052,44,,brak,dobra historia,brak opóźnień,3,3,stała,tak,43184 złoty,1,średnie,duże,kawaler/panna,0.3478643092173891,0
1053,42,22032 złoty,4 dzieci,brak historii,opóźnienia,1,10,określona,nie,,0,średnie,średnie,kawaler/panna,0.7181932147965736,0
1054,34,33297 złoty,brak,dobra historia,brak opóźnień,3,15,samozatrudnienie,tak,103265 złoty,0,wyższe,duże,żonaty/zamężna,0.0001173515977335,0
1055,33,15176 złoty,brak,,,1,6,stała,nie,45918 złoty,0,podstawowe,małe,żonaty/zamężna,0.5547435568259254,0
1056,39,14475 złoty,brak,brak historii,opóźnienia,4,6,określona,tak,221429 złoty,0,średnie,małe,żonaty/zamężna,0.6005479587944957,0
1057,51,15708 złoty,brak,dobra historia,brak opóźnień,5,10,określona,tak,,1,podstawowe,małe,żonaty/zamężna,0.58343535020765,1
1058,45,16548 złoty,brak,dobra historia,2,1,15,stała,tak,13197 złoty,1,wyższe,duże,żonaty/zamężna,0.1840150579359999,0
1059,36,,brak,,brak opóźnień,3,5,stała,,45145 złoty,1,wyższe,małe,rozwiedziony/rozwiedziona,0.1493371907398678,0
